,offense_type_id,offense_category_id,first_occurrence_date,reported_date,incident_address,geo_x,geo_y,geo_lon,geo_lat,district_id,precinct_id,neighborhood_id,is_crime,is_traffic,victim_count
384013,prostitution-engaging-in,public-disorder,2023-09-19 11:30:00,2023-09-19 13:56:00,2242 S ALBION ST,3157799.0,1671554.0,-104.9393903,39.6758773,3,314,university-hills,True,False,1
383625,menacing-felony-w-weap,aggravated-assault,2023-09-19 11:30:00,2023-09-19 11:37:00,S PARKER RD / E ILIFF AVE,3177096.0,1671272.0,-104.8708432,39.6747562,3,323,hampden,True,False,1
384112,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-19 11:10:00,2023-09-20 11:29:00,3390 W 36TH AVE,3131538.0,1704322.0,-105.0320859,39.7662401,1,113,west-highland,True,False,1
383855,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-19 11:00:00,2023-09-19 11:38:00,6100 E STAPLETON S DR,3163997.0,1708658.0,-104.9165247,39.7776274,2,221,northeast-park-hill,True,False,1
383596,robbery-business,robbery,2023-09-19 10:35:00,2023-09-19 10:40:00,3555 N COLORADO BLVD,3157163.0,1704600.0,-104.9409273,39.7666056,2,212,clayton,True,False,1
383772,drug-poss-paraphernalia,drug-alcohol,2023-09-19 10:30:00,2023-09-19 17:25:00,1400 BLOCK N OGDEN ST,3147582.0,1694480.0,-104.9752167,39.7389815,6,623,capitol-hill,True,False,1
383715,theft-of-motor-vehicle,auto-theft,2023-09-19 10:19:00,2023-09-19 12:14:00,4400 BLK N ELIZABETH ST,3152717.0,1708674.0,-104.9566559,39.7778633,2,212,elyria-swansea,True,False,1
384772,theft-of-motor-vehicle,auto-theft,2023-09-19 10:00:00,2023-09-22 20:21:00,8300 PENA BLVD,3231944.0,1734631.0,-104.6739513,39.847478,7,759,dia,True,False,1
383628,threats-to-injure,public-disorder,2023-09-19 10:00:00,2023-09-19 14:48:00,18TH ST / ARAPAHOE ST,3142493.0,1698366.0,-104.9932351,39.7497285,6,611,cbd,True,False,1
384194,theft-bicycle,larceny,2023-09-19 10:00:00,2023-09-21 08:22:00,1100 BLK S YORK ST,3151704.0,1678554.0,-104.9608958,39.6951951,3,312,washington-park,True,False,1
384143,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-19 10:00:00,2023-09-20 23:09:00,8511 PENA BLVD,3233809.0,1735830.0,-104.6672704,39.8507225,7,759,dia,True,False,1
383816,assault-simple,other-crimes-against-persons,2023-09-19 10:00:00,2023-09-20 11:20:00,5125 N LINCOLN ST,3144310.0,1712958.0,-104.9864799,39.7897577,1,112,globeville,True,False,1
386249,theft-other,larceny,2023-09-19 09:59:00,2023-09-29 12:03:00,8500 PENA BLVD,3231903.0,1736251.0,-104.6740448,39.851926,7,759,dia,True,False,1
383706,theft-of-motor-vehicle,auto-theft,2023-09-19 09:38:00,2023-09-19 09:38:00,8501 E ALAMEDA AVE,3171584.0,1684914.0,-104.8900993,39.7123095,3,321,lowry-field,True,False,1
383606,assault-simple,other-crimes-against-persons,2023-09-19 09:35:00,2023-09-19 19:01:00,490 W COLFAX AVE,3142418.0,1694739.0,-104.9935737,39.7397729,6,611,civic-center,True,False,1
384293,criminal-mischief-mtr-veh,public-disorder,2023-09-19 09:30:00,2023-09-21 21:55:00,800 BLK N DAHLIA ST,3159766.0,1691586.0,-104.9319574,39.7308357,2,222,hale,True,False,1
383622,menacing-felony-w-weap,aggravated-assault,2023-09-19 09:05:00,2023-09-19 11:21:00,1595 N PEARL ST,3146178.0,1695300.0,-104.9801924,39.7412547,6,621,north-capitol-hill,True,False,1
383525,criminal-mischief-other,public-disorder,2023-09-19 09:05:00,2023-09-19 11:21:00,1595 N PEARL ST,3146178.0,1695300.0,-104.9801924,39.7412547,6,621,north-capitol-hill,True,False,1
383988,criminal-mischief-mtr-veh,public-disorder,2023-09-19 09:00:00,2023-09-21 13:15:00,441 N ST PAUL ST,3154344.0,1688826.0,-104.9512939,39.7233505,3,311,cherry-creek,True,False,1
383693,theft-other,larceny,2023-09-19 08:40:00,2023-09-19 15:07:00,3409 N ALTON ST,3173761.0,1703674.0,-104.8819077,39.7637684,5,512,central-park,True,False,1
383709,theft-of-motor-vehicle,auto-theft,2023-09-19 08:30:00,2023-09-19 10:59:00,926 N NEWTON ST,3130208.0,1691720.0,-105.0370454,39.731664,1,122,villa-park,True,False,1
384775,theft-of-motor-vehicle,auto-theft,2023-09-19 08:00:00,2023-09-21 22:56:00,8400 PENA BLVD,3231977.0,1735292.0,-104.6738123,39.8492917,7,759,dia,True,False,1
383883,theft-other,larceny,2023-09-19 08:00:00,2023-09-19 14:17:00,950 N CLARKSON ST,3147022.0,1691680.0,-104.9772653,39.7313038,6,623,capitol-hill,True,False,1
383701,theft-bicycle,larceny,2023-09-19 07:55:00,2023-09-19 17:41:00,700 14TH ST,3141604.0,1695616.0,-104.9964509,39.7421929,6,611,cbd,True,False,1
383590,false-imprisonment,all-other-crimes,2023-09-19 07:45:00,2023-09-19 09:18:00,3175 W FLOYD AVE,3132770.0,1664874.0,-105.0284318,39.6579293,4,423,harvey-park-south,True,False,1
383792,harassment,public-disorder,2023-09-19 07:38:00,2023-09-19 10:12:00,8501 E ALAMEDA AVE,3171584.0,1684914.0,-104.8900993,39.7123095,3,321,lowry-field,True,False,1
383698,theft-bicycle,larceny,2023-09-19 07:10:00,2023-09-19 10:22:00,1701 WYNKOOP ST,3140598.0,1699567.0,-104.9999509,39.7530543,6,612,union-station,True,False,1
383759,criminal-mischief-mtr-veh,public-disorder,2023-09-19 07:00:00,2023-09-19 09:08:00,1001 S ELIOT ST,3133892.0,1679647.0,-105.024172,39.6984688,4,412,athmar-park,True,False,1
383720,theft-of-motor-vehicle,auto-theft,2023-09-19 07:00:00,2023-09-19 17:17:00,2950 ARKINS CT,3144262.0,1704292.0,-104.9868249,39.7659691,6,612,five-points,True,False,1
383527,criminal-mischief-other,public-disorder,2023-09-19 06:37:00,2023-09-19 08:40:00,3500 BLK N CENTRAL PARK BLVD,3171459.0,1704639.0,-104.8900729,39.7664602,5,512,central-park,True,False,1
383691,theft-other,larceny,2023-09-19 05:50:00,2023-09-19 12:09:00,1565 N COLORADO BLVD,3157187.0,1695392.0,-104.9410434,39.7413278,2,213,city-park,True,False,1
386326,theft-of-motor-vehicle,auto-theft,2023-09-19 05:45:00,2023-09-29 12:31:00,8150 E COLFAX AVE,3170644.0,1694900.0,-104.8932034,39.7397401,2,223,east-colfax,True,False,1
383718,theft-of-motor-vehicle,auto-theft,2023-09-19 05:18:00,2023-09-19 05:30:00,8300 BLK E 28TH AVE,3171041.0,1700965.0,-104.8916473,39.7563822,5,512,central-park,True,False,1
383740,theft-of-services,larceny,2023-09-19 04:42:00,2023-09-19 04:42:00,8148 PENA BLVD,3231101.0,1733414.0,-104.6769926,39.8441584,7,759,dia,True,False,1
383710,theft-of-motor-vehicle,auto-theft,2023-09-19 04:00:00,2023-09-19 08:04:00,13000 BLK E 55TH AVE,3186608.0,1714418.0,-104.8359313,39.793013,5,521,montbello,True,False,1
383555,drug-pcs-other-drug,drug-alcohol,2023-09-19 03:54:00,2023-09-19 05:48:00,W 32ND 33RD ALY / N FEDERAL BLVD,3133469.0,1702947.0,-105.0252425,39.762438,1,113,west-highland,True,False,1
383575,weapon-poss-illegal-dangerous,all-other-crimes,2023-09-19 03:54:00,2023-09-19 05:48:00,W 32ND 33RD ALY / N FEDERAL BLVD,3133469.0,1702947.0,-105.0252425,39.762438,1,113,west-highland,True,False,1
383843,burglary-business-by-force,burglary,2023-09-19 03:30:00,2023-09-19 18:16:00,1800 LAWRENCE ST,3142358.0,1698632.0,-104.9937099,39.7504608,6,611,cbd,True,False,1
383626,menacing-felony-w-weap,aggravated-assault,2023-09-19 03:29:00,2023-09-19 04:13:00,5700 BLK E COLFAX AVE,3162761.0,1694899.0,-104.921234,39.7398786,2,222,montclair,True,False,1
384090,burglary-residence-by-force,burglary,2023-09-19 03:19:00,2023-09-21 03:19:00,255 N WASHINGTON ST,3146473.0,1687617.0,-104.9793,39.7201587,3,311,speer,True,False,1
385220,theft-other,larceny,2023-09-19 03:15:00,2023-09-26 10:22:00,2301 S HIGH ST,3150429.0,1671069.0,-104.9655831,39.6746678,3,313,university,True,False,1
383721,theft-of-motor-vehicle,auto-theft,2023-09-19 03:00:00,2023-09-19 12:37:00,8405 E HAMPDEN AVE,3170736.0,1663549.0,-104.8936204,39.6536735,3,323,hampden,True,False,1
384651,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-19 02:50:00,2023-09-21 17:31:00,1000 N GRANT ST,3145299.0,1692029.0,-104.9833842,39.7322889,6,623,capitol-hill,True,False,1
383564,police-resisting-arrest,all-other-crimes,2023-09-19 02:49:00,2023-09-19 04:24:00,1400 BLK N VALENTIA ST/ N VERBENA ST ALLEY,3171391.0,1694527.0,-104.8905561,39.7387025,2,223,east-colfax,True,False,1
383612,assault-police-simple,other-crimes-against-persons,2023-09-19 02:49:00,2023-09-19 04:24:00,1400 BLK N VALENTIA ST/ N VERBENA ST ALLEY,3171391.0,1694527.0,-104.8905561,39.7387025,2,223,east-colfax,True,False,1
383735,theft-of-motor-vehicle,auto-theft,2023-09-19 02:45:00,2023-09-19 07:19:00,7700 BLK E 25TH AVE,3169075.0,1700050.0,-104.8986613,39.7539063,5,512,central-park,True,False,1
383546,criminal-mischief-mtr-veh,public-disorder,2023-09-19 02:45:00,2023-09-19 05:53:00,7700 BLK E 25TH AVE,3169075.0,1700050.0,-104.8986613,39.7539063,5,512,central-park,True,False,1
383629,threats-to-injure,public-disorder,2023-09-19 02:27:00,2023-09-19 05:58:00,8680 E ALAMEDA AVE,3172264.0,1683023.0,-104.8877276,39.7071058,3,321,windsor,True,False,2
383528,criminal-mischief-other,public-disorder,2023-09-19 02:19:00,2023-09-19 03:55:00,2205 LARIMER ST,3143354.0,1700319.0,-104.9901341,39.7550766,6,612,five-points,True,False,1
383644,theft-shoplift,larceny,2023-09-19 02:15:00,2023-09-19 02:21:00,4351 S TAMARAC ST,3170370.0,1657712.0,-104.8950583,39.6376562,3,324,hampden-south,True,False,1
384173,theft-other,larceny,2023-09-19 02:00:00,2023-09-20 20:51:00,100 BLK S CLARKSON ST,3146919.0,1685378.0,-104.9777603,39.7140052,3,311,speer,True,False,1
383705,theft-of-motor-vehicle,auto-theft,2023-09-19 02:00:00,2023-09-19 08:33:00,4550 N CENTRAL PARK BLVD,3173834.0,1709192.0,-104.8815144,39.7789146,5,511,central-park,True,False,1
383636,burglary-residence-no-force,burglary,2023-09-19 01:55:00,2023-09-19 05:07:00,1450 S CHERRY ST,3159384.0,1676772.0,-104.9336439,39.6901749,3,322,virginia-village,True,False,1
383577,weapon-unlawful-discharge-of,all-other-crimes,2023-09-19 01:32:00,2023-09-19 02:16:00,3001 N FOX ST,3141763.0,1702051.0,-104.9957585,39.7598556,6,612,five-points,True,False,1
383630,burglary-residence-by-force,burglary,2023-09-19 01:14:00,2023-09-19 02:15:00,1901 WAZEE ST,3141578.0,1700038.0,-104.9964562,39.7543324,6,612,union-station,True,False,1
383597,robbery-street,robbery,2023-09-19 01:00:00,2023-09-19 01:35:00,303 N BROADWAY ST,3144027.0,1688016.0,-104.9879871,39.7212922,3,311,baker,True,False,1
383573,violation-of-court-order,all-other-crimes,2023-09-19 00:57:00,2023-09-19 10:50:00,214 S FEDERAL BLVD,3133723.0,1684831.0,-105.0246762,39.7127025,4,411,valverde,True,False,1
383635,burglary-business-by-force,burglary,2023-09-19 00:50:00,2023-09-19 00:57:00,3484 W MONCRIEFF PL,3130965.0,1703085.0,-105.0341467,39.7628524,1,113,west-highland,True,False,1
383633,burglary-business-by-force,burglary,2023-09-19 00:44:00,2023-09-19 03:58:00,9660 E ALAMEDA AVE,3175397.0,1683482.0,-104.8765813,39.7083074,3,321,windsor,True,False,1
383728,theft-of-motor-vehicle,auto-theft,2023-09-19 00:42:00,2023-09-19 01:42:00,3400 BLK W CENTER AVE,3131501.0,1682413.0,-105.0326184,39.7060962,4,412,westwood,True,False,1
384206,theft-of-motor-vehicle,auto-theft,2023-09-19 00:39:00,2023-09-21 09:51:00,1077 N RACE ST,3150786.0,1692343.0,-104.9638688,39.7330636,6,622,cheesman-park,True,False,1
383971,criminal-mischief-mtr-veh,public-disorder,2023-09-19 00:30:00,2023-09-21 14:46:00,E 39TH AVE / N FOREST ST,3161067.0,1706379.0,-104.9270001,39.7714224,2,221,northeast-park-hill,True,False,1
383980,criminal-mischief-mtr-veh,public-disorder,2023-09-19 00:15:00,2023-09-19 15:21:00,4500 S MONACO ST,3166719.0,1655097.0,-104.9080822,39.6305433,3,324,southmoor-park,True,False,1
383613,weapon-fire-into-occ-bldg,aggravated-assault,2023-09-19 00:00:00,2023-09-19 01:03:00,2625 W CORNELL AVE,3135286.0,1666502.0,-105.0194651,39.6623624,4,422,college-view-south-platte,True,False,2
383733,theft-of-motor-vehicle,auto-theft,2023-09-19 00:00:00,2023-09-19 18:29:00,4500 BLK W ALAMEDA AVE,3127559.0,1684521.0,-105.0465915,39.711938,4,411,barnum-west,True,False,1
384779,theft-of-motor-vehicle,auto-theft,2023-09-19 00:00:00,2023-09-22 16:09:00,3501 WAZEE ST,3147085.0,1705573.0,-104.9767568,39.7694414,2,211,five-points,True,False,1
383862,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-19 00:00:00,2023-09-19 21:21:00,8500 PENA BLVD,3231903.0,1736251.0,-104.6740448,39.851926,7,759,dia,True,False,1
383537,criminal-mischief-mtr-veh,public-disorder,2023-09-19 00:00:00,2023-09-19 08:55:00,6900 E EVANS AVE,3166819.0,1672325.0,-104.9073281,39.6778367,3,323,goldsmith,True,False,1
383714,theft-of-motor-vehicle,auto-theft,2023-09-18 23:59:00,2023-09-19 13:01:00,4801 S WADSWORTH BLVD,3117482.0,1655207.0,-105.0828881,39.631596,4,423,marston,True,False,1
383716,theft-of-motor-vehicle,auto-theft,2023-09-18 23:45:00,2023-09-19 11:32:00,2100 BLK N DOWNING ST,3148190.0,1698195.0,-104.9729782,39.7491701,6,622,city-park-west,True,False,1
383531,criminal-mischief-other,public-disorder,2023-09-18 23:43:00,2023-09-19 11:19:00,2117 LARIMER ST,3143046.0,1700065.0,-104.9912346,39.7543841,6,612,five-points,True,False,1
383535,criminal-mischief-mtr-veh,public-disorder,2023-09-18 23:20:00,2023-09-19 17:31:00,1044 N DOWNING ST,3148316.0,1692197.0,-104.9726539,39.7327025,6,622,cheesman-park,True,False,1
383739,theft-of-services,larceny,2023-09-18 23:07:00,2023-09-19 00:07:00,8148 PENA BLVD,3231101.0,1733414.0,-104.6769926,39.8441584,7,759,dia,True,False,1
383542,criminal-mischief-mtr-veh,public-disorder,2023-09-18 23:00:00,2023-09-19 12:12:00,4500 S MONACO ST,3166719.0,1655097.0,-104.9080822,39.6305433,3,324,southmoor-park,True,False,1
384152,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 23:00:00,2023-09-19 15:23:00,1510 E 9TH AVE,3149318.0,1691315.0,-104.9691096,39.7302653,6,622,cheesman-park,True,False,1
383523,criminal-mischief-other,public-disorder,2023-09-18 23:00:00,2023-09-19 00:32:00,7932 E 16TH AVE,3169989.0,1695674.0,-104.8955142,39.7418769,2,223,east-colfax,True,False,1
383865,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 22:45:00,2023-09-19 22:05:00,1000 N GRANT ST,3145299.0,1692029.0,-104.9833842,39.7322889,6,623,capitol-hill,True,False,1
383603,assault-simple,other-crimes-against-persons,2023-09-18 22:43:00,2023-09-19 02:12:00,900 E 12TH AVE,3147332.0,1693022.0,-104.9761356,39.7349829,6,623,capitol-hill,True,False,2
383572,violation-of-court-order,all-other-crimes,2023-09-18 22:43:00,2023-09-19 02:12:00,900 E 12TH AVE,3147332.0,1693022.0,-104.9761356,39.7349829,6,623,capitol-hill,True,False,1
383300,criminal-mischief-mtr-veh,public-disorder,2023-09-18 22:35:00,2023-09-18 23:01:00,7045 LEETSDALE DR,3167180.0,1680379.0,-104.9058585,39.6999402,3,322,washington-virginia-vale,True,False,1
383729,theft-of-motor-vehicle,auto-theft,2023-09-18 22:00:00,2023-09-19 07:06:00,10150 E HARVARD AVE,3177303.0,1669895.0,-104.8701417,39.6709721,3,323,hampden,True,False,1
383659,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-18 22:00:00,2023-09-19 09:51:00,1250 S CLERMONT ST,3159067.0,1678152.0,-104.9347398,39.6939687,3,322,virginia-village,True,False,1
383854,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-18 22:00:00,2023-09-19 22:36:00,24300 E 75TH AVE,3223441.0,1728516.0,-104.7044231,39.8309006,7,759,dia,True,False,1
383536,criminal-mischief-mtr-veh,public-disorder,2023-09-18 22:00:00,2023-09-19 08:22:00,1600 BLK N ROSLYN ST,3168321.0,1695895.0,-104.9014403,39.7425139,2,223,east-colfax,True,False,1
383924,theft-of-motor-vehicle,auto-theft,2023-09-18 21:45:00,2023-09-20 07:54:00,N UVALDA ST / E PENSACOLA PL,3186739.0,1715591.0,-104.8354346,39.7962304,5,521,montbello,True,False,1
384135,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 21:45:00,2023-09-20 11:57:00,12201 E STOLL PL,3183624.0,1712613.0,-104.8465961,39.7881175,5,521,montbello,True,False,1
383601,assault-simple,other-crimes-against-persons,2023-09-18 21:30:00,2023-09-19 05:29:00,2175 CALIFORNIA ST,3144659.0,1698732.0,-104.9855247,39.7506998,6,621,five-points,True,False,1
383530,criminal-mischief-other,public-disorder,2023-09-18 21:14:00,2023-09-18 21:14:00,3115 W ALABAMA PL,3133197.0,1678083.0,-105.0266708,39.6941852,4,421,mar-lee,True,False,1
383570,violation-of-court-order,all-other-crimes,2023-09-18 21:13:00,2023-09-18 23:18:00,4162 W WALSH PL,3128906.0,1681410.0,-105.0418594,39.703379,4,412,westwood,True,False,1
383731,theft-of-motor-vehicle,auto-theft,2023-09-18 21:00:00,2023-09-19 09:55:00,1044 N DOWNING ST,3148316.0,1692197.0,-104.9726539,39.7327025,6,622,cheesman-park,True,False,1
383657,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-18 21:00:00,2023-09-19 06:00:00,777 N ASH ST,3157897.0,1690812.0,-104.9386194,39.7287428,2,222,hale,True,False,1
383711,theft-of-motor-vehicle,auto-theft,2023-09-18 21:00:00,2023-09-18 23:22:00,900 BLK N NIAGARA ST,3165713.0,1691876.0,-104.9108069,39.7315278,2,223,montclair,True,False,1
383617,aggravated-assault,aggravated-assault,2023-09-18 21:00:00,2023-09-18 22:32:00,110 S YATES WAY,3126540.0,1685527.0,-105.0501958,39.7147135,4,411,barnum-west,True,False,1
383697,theft-other,larceny,2023-09-18 21:00:00,2023-09-19 11:05:00,3770 N SHERIDAN BLVD,3125637.0,1705227.0,-105.053061,39.768806,1,113,west-highland,True,False,1
383860,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-18 20:45:00,2023-09-19 17:00:00,800 N BELLAIRE ST,3158356.0,1691134.0,-104.9369804,39.729619,2,222,hale,True,False,1
383614,weapon-fire-into-occ-bldg,aggravated-assault,2023-09-18 20:42:00,2023-09-18 20:42:00,5193 N MALAYA ST,3212667.0,1713801.0,-104.7432193,39.7907599,5,523,gateway-green-valley-ranch,True,False,3
383668,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 20:40:00,2023-09-18 20:57:00,16542 E 49TH AVE,3198143.0,1711625.0,-104.7949612,39.7851074,5,522,gateway-green-valley-ranch,True,False,1
383387,theft-shoplift,larceny,2023-09-18 20:31:00,2023-09-18 22:26:00,2730 S COLORADO BLVD,3157893.0,1668520.0,-104.9391229,39.6675466,3,314,university-hills,True,False,1
383532,criminal-mischief-other,public-disorder,2023-09-18 20:31:00,2023-09-18 20:31:00,401 WALNUT ST,3137133.0,1695925.0,-105.0123437,39.7431081,1,123,auraria,True,False,1
383704,theft-of-motor-vehicle,auto-theft,2023-09-18 20:30:00,2023-09-19 12:33:00,3200 BLK N ZUNI ST,3136060.0,1703114.0,-105.0160232,39.7628589,1,113,highland,True,False,1
383654,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-18 20:30:00,2023-09-19 09:40:00,8500 PENA BLVD,3231903.0,1736251.0,-104.6740448,39.851926,7,759,dia,True,False,1
383757,criminal-mischief-mtr-veh,public-disorder,2023-09-18 20:30:00,2023-09-19 08:43:00,8505 E ALAMEDA AVE,3171494.0,1684356.0,-104.8904325,39.7107794,3,321,lowry-field,True,False,1
383634,burglary-business-by-force,burglary,2023-09-18 20:00:00,2023-09-19 11:56:00,1201 E BRUCE RANDOLPH AVE,3148123.0,1703849.0,-104.9730998,39.7646923,2,211,cole,True,False,1
383966,criminal-mischief-mtr-veh,public-disorder,2023-09-18 20:00:00,2023-09-20 10:56:00,300 BLK S MONROE ST,3156245.0,1684075.0,-104.9446391,39.7102764,3,311,belcaro,True,False,1
385248,theft-of-motor-vehicle,auto-theft,2023-09-18 20:00:00,2023-09-25 15:52:00,1200 N HUMBOLDT ST,3149303.0,1693201.0,-104.9691238,39.7354429,6,622,cheesman-park,True,False,1
383565,police-false-information,all-other-crimes,2023-09-18 19:49:00,2023-09-18 22:11:00,450 N FEDERAL BLVD,3133683.0,1688638.0,-105.0247476,39.7231541,4,411,valverde,True,False,1
383567,police-interference,all-other-crimes,2023-09-18 19:49:00,2023-09-18 22:11:00,450 N FEDERAL BLVD,3133683.0,1688638.0,-105.0247476,39.7231541,4,411,valverde,True,False,1
383540,criminal-mischief-mtr-veh,public-disorder,2023-09-18 19:45:00,2023-09-18 22:44:00,2705 W 38TH AVE,3134713.0,1705497.0,-105.0207697,39.7694202,1,111,sunnyside,True,False,1
384101,theft-shoplift,larceny,2023-09-18 19:15:00,2023-09-18 19:15:00,7800 E SMITH RD,3169238.0,1705800.0,-104.897946,39.7696879,5,512,central-park,True,False,1
383869,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 19:00:00,2023-09-20 12:28:00,250 S JACKSON ST,3156918.0,1684755.0,-104.9422322,39.7121318,3,311,cherry-creek,True,False,1
383930,theft-of-motor-vehicle,auto-theft,2023-09-18 19:00:00,2023-09-20 15:12:00,1125 N MARION ST,3148456.0,1692755.0,-104.9721446,39.7342321,6,622,cheesman-park,True,False,1
383652,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-18 19:00:00,2023-09-19 22:04:00,4567 E 9TH AVE,3159180.0,1692123.0,-104.9340289,39.7323199,2,222,hale,True,False,1
383290,criminal-mischief-other,public-disorder,2023-09-18 19:00:00,2023-09-18 20:14:00,1325 S LOWELL BLVD,3130940.0,1677493.0,-105.0347019,39.6925976,4,421,mar-lee,True,False,1
384114,theft-parts-from-vehicle,theft-from-motor-vehicle,2023-09-18 19:00:00,2023-09-20 22:45:00,2101 S DEPEW ST,3124529.0,1672464.0,-105.0575702,39.6788797,4,421,harvey-park,True,False,1
383304,criminal-mischief-mtr-veh,public-disorder,2023-09-18 18:57:00,2023-09-18 18:57:00,2310 E 7TH AVE,3151922.0,1690105.0,-104.9598771,39.7269014,2,213,congress-park,True,False,1
384199,theft-bicycle,larceny,2023-09-18 18:10:00,2023-09-20 18:24:00,3245 N BRYANT ST,3135145.0,1703078.0,-105.0192785,39.7627734,1,113,highland,True,False,1
384172,theft-other,larceny,2023-09-18 18:00:00,2023-09-20 16:40:00,700 BLK S RACE ST,3150893.0,1681502.0,-104.9637159,39.7033012,3,312,washington-park,True,False,1
384808,theft-of-motor-vehicle,auto-theft,2023-09-18 18:00:00,2023-09-22 17:38:00,4300 BLK N ANDES ST,3204726.0,1708043.0,-104.7716406,39.7751319,5,523,gateway-green-valley-ranch,True,False,1
383675,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 17:56:00,2023-09-19 07:18:00,3500 BLOCK N MEADE ST,3130592.0,1704231.0,-105.0354526,39.7660036,1,113,west-highland,True,False,1
385331,violation-of-restraining-order,all-other-crimes,2023-09-18 17:49:00,2023-09-18 18:20:00,1625 S UNIVERSITY BLVD,3151847.0,1675539.0,-104.9604513,39.686916,3,312,washington-park,True,False,1
383585,contraband-into-prison,all-other-crimes,2023-09-18 17:44:00,2023-09-19 08:15:00,490 W COLFAX AVE,3142418.0,1694739.0,-104.9935737,39.7397729,6,611,civic-center,True,False,1
383732,theft-of-motor-vehicle,auto-theft,2023-09-18 17:30:00,2023-09-19 03:59:00,7001 N YAMPA ST,3203574.0,1725857.0,-104.7752333,39.8240579,5,522,dia,True,False,1
383987,criminal-mischief-mtr-veh,public-disorder,2023-09-18 17:30:00,2023-09-20 10:44:00,3400 BLK N TEJON ST,3137320.0,1703952.0,-105.0115253,39.7651408,1,113,highland,True,False,1
384234,theft-of-motor-vehicle,auto-theft,2023-09-18 17:00:00,2023-09-21 14:30:00,8511 PENA BLVD,3233809.0,1735830.0,-104.6672704,39.8507225,7,759,dia,True,False,1
383870,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 17:00:00,2023-09-18 18:03:00,4210 N AIRPORT WAY,3198146.0,1707605.0,-104.7950616,39.774072,5,522,gateway-green-valley-ranch,True,False,1
383868,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 17:00:00,2023-09-20 11:25:00,2685 S DAYTON WAY,3175863.0,1668594.0,-104.8752889,39.6674279,3,323,hampden,True,False,1
383875,theft-items-from-vehicle,theft-from-motor-vehicle,2023-09-18 17:00:00,2023-09-19 18:48:00,1149 N YOSEMITE ST,3172962.0,1692796.0,-104.8850117,39.7339215,2,223,east-colfax,True,False,1
383524,criminal-mischief-other,public-disorder,2023-09-18 17:00:00,2023-09-19 17:17:00,4500 W COLFAX AVE,3127809.0,1694802.0,-105.0455201,39.740158,1,122,west-colfax,True,False,1
384168,theft-from-bldg,larceny,2023-09-18 16:55:00,2023-09-21 15:26:00,597 S CLINTON ST,3175144.0,1682564.0,-104.8775028,39.705792,3,321,windsor,True,False,1
383456,theft-other,larceny,2023-09-18 16:45:00,2023-09-18 21:10:00,1300 W COLFAX AVE,3139594.0,1694698.0,-105.0036162,39.7397031,1,123,lincoln-park,True,False,1
383394,theft-shoplift,larceny,2023-09-18 16:40:00,2023-09-18 16:55:00,8375 E NORTHFIELD BLVD,3171226.0,1711627.0,-104.890735,39.7856474,5,511,central-park,True,False,1
383391,theft-shoplift,larceny,2023-09-18 16:33:00,2023-09-18 17:14:00,3870 N QUEBEC ST,3168333.0,1706036.0,-104.9011599,39.7703522,5,512,central-park,True,False,1
383347,criminal-trespassing,all-other-crimes,2023-09-18 16:33:00,2023-09-18 17:14:00,3870 N QUEBEC ST,3168333.0,1706036.0,-104.9011599,39.7703522,5,512,central-park,True,False,1
383362,assault-simple,other-crimes-against-persons,2023-09-18 16:21:00,2023-09-18 18:56:00,7200 E SMITH RD,3167474.0,1706545.0,-104.9042038,39.771765,2,221,northeast-park-hill,True,False,1
383331,obstructing-govt-operation,all-other-crimes,2023-09-18 16:13:00,2023-09-18 16:38:00,357 S BANNOCK ST,3143460.0,1683928.0,-104.9900843,39.7100786,3,312,baker,True,False,1
383328,police-resisting-arrest,all-other-crimes,2023-09-18 16:13:00,2023-09-18 16:38:00,357 S BANNOCK ST,3143460.0,1683928.0,-104.9900843,39.7100786,3,312,baker,True,False,1
383349,criminal-trespassing,all-other-crimes,2023-09-18 16:13:00,2023-09-18 16:38:00,357 S BANNOCK ST,3143460.0,1683928.0,-104.9900843,39.7100786,3,312,baker,True,False,1
383782,liquor-possession,drug-alcohol,2023-09-18 16:10:00,2023-09-19 17:11:00,E COLFAX AVE / N DOWNING ST,3148176.0,1694866.0,-104.9730966,39.7400317,6,622,capitol-hill,True,False,1
